Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
201,27085.0,15537.0,18547.0,25536.0,50,221170,False,0.538,0.162,5,-13.31,1,0.0299,0.847,0.0,0.114,0.366,94.981,4,acoustic
202,20649.0,9953.0,15165.0,21013.0,47,330786,False,0.519,0.429,11,-7.707,0,0.0317,0.658,0.0,0.111,0.396,129.491,4,acoustic
203,41299.0,8200.0,4783.0,5916.0,58,234135,False,0.585,0.103,7,-12.682,1,0.0309,0.801,0.0,0.126,0.179,133.057,4,acoustic
204,22224.0,15686.0,9200.0,12121.0,30,173250,False,0.578,0.763,2,-4.824,1,0.0998,0.0916,2.8e-06,0.0743,0.394,96.808,4,acoustic
205,5246.0,16701.0,18378.0,12651.0,52,336619,False,0.223,0.891,1,-3.626,0,0.138,0.325,0.0,0.287,0.333,159.888,4,acoustic
206,28251.0,2587.0,9528.0,12507.0,55,144830,False,0.382,0.157,1,-16.157,1,0.0361,0.878,0.000473,0.112,0.224,136.11,4,acoustic
207,14555.0,16952.0,3011.0,3400.0,67,221538,False,0.642,0.374,5,-10.606,1,0.032,0.423,1.54e-06,0.435,0.0979,129.863,4,acoustic
208,6052.0,1244.0,23606.0,32367.0,45,192972,False,0.436,0.239,7,-12.83,1,0.0282,0.861,8.48e-05,0.0902,0.137,73.761,4,acoustic
209,26522.0,2209.0,4746.0,28618.0,56,278640,False,0.702,0.326,1,-6.638,1,0.0272,0.705,0.0,0.168,0.628,79.904,4,acoustic
210,28466.0,7478.0,4752.0,21905.0,37,212864,False,0.593,0.292,11,-12.755,1,0.0364,0.828,0.0,0.174,0.375,111.121,4,acoustic
211,32399.0,15066.0,2586.0,22232.0,54,219466,False,0.285,0.186,1,-12.729,1,0.0288,0.76,7.3e-05,0.104,0.203,153.848,4,acoustic
212,38165.0,6519.0,19266.0,5415.0,66,249120,False,0.636,0.625,11,-7.895,1,0.0277,0.222,5.35e-05,0.119,0.342,93.931,4,acoustic
