id,name,substitute0,substitute1,substitute2,substitute3,substitute4,sideEffect0,sideEffect1,sideEffect2,sideEffect3,sideEffect4,sideEffect5,sideEffect6,sideEffect7,sideEffect8,sideEffect9,sideEffect10,sideEffect11,sideEffect12,sideEffect13,sideEffect14,sideEffect15,sideEffect16,sideEffect17,sideEffect18,sideEffect19,sideEffect20,sideEffect21,sideEffect22,sideEffect23,sideEffect24,sideEffect25,sideEffect26,sideEffect27,sideEffect28,sideEffect29,sideEffect30,sideEffect31,sideEffect32,sideEffect33,sideEffect34,sideEffect35,sideEffect36,sideEffect37,sideEffect38,sideEffect39,sideEffect40,sideEffect41,use0,use1,use2,use3,use4,Chemical Class,Habit Forming,Therapeutic Class,Action Class
148353,m-pred 125 injection,Sanipred 125mg Injection,Predzen 125mg Injection,Elopred 125mg Injection,Succimed 125mg Injection,Premisol 125mg Injection,Nausea,Sweating,Edema (swelling),Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
148361,maxbull 25mg tablet,Optithik 25mg Tablet,Shefill Tablet,Ethic 25mg Tablet,Endowal-S Tablet,Sildaprep Tablet,"Flushing (sense of warmth in the face, ears, neck and trunk)",Headache,Stiffness,Nosebleeds,Blurred vision,Indigestion,Muscle pain,Upset stomach,Rash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Erectile dysfunction,,,,,Benzenesulfonamide Derivative,No,SEX STIMULANTS REJUVENATORS,Phosphodiesterase-V inhibitors
148431,mombest cream,Momesone Cream,Mfsone Cream,Ezimet Cream,Moniter Cream,Momesone Cream,Stinging sensation,Headache,Sore throat,Itching,Nosebleeds,Viral infection,Upper respiratory tract infection,Vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Skin conditions with inflammation & itching,,,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,DERMA,Glucocorticoids
148448,methone 16mg tablet,Prelid 16mg Tablet,Predace 16 Tablet,Imicort 16mg Tablet,Mepresso T 16mg Tablet,Medrol 16mg Tablet,Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
148464,modnite 200 tablet,Modatec 200mg Tablet,Modfil  200mg Tablet,Modafil 200mg Tablet,Modalift 200mg Tablet,Modapro 200mg Tablet,Headache,Nausea,Nervousness,Anxiety,Dizziness,Insomnia (difficulty in sleeping),Indigestion,Diarrhea,Back pain,Runny nose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Narcolepsy (Uncontrollable daytime sleepiness),,,,,Diphenylmethane Derivative,Yes,NEURO CNS,Stimulant/ Drug for excessive sleepiness
148498,meniso 8 tablet,Rednisol 8 Tablet,Prelid 8mg Tablet,Predace 8mg Tablet,Sterio 8 Tablet,MP 8mg Tablet,Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
148514,mistone 200mg tablet,Medabon 200mg Tablet,Termipil 200mg Tablet,Pregnot 200mg Tablet,Termipil 200mg Kit,Pregnot  Kit 200mg Tablet,Nausea,Vomiting,Uterine cramps,Diarrhea,Infection following abortion,Uterine bleeding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Medical abortion,,,,,Oxosteroid,No,GYNAECOLOGICAL,Anti-progesterone
148537,modaking 100mg tablet,Modatec 100mg Tablet,Mofix 100mg Tablet,Modapro 100mg Tablet,Vinfil 100 Tablet,Modfil  100mg Tablet,Headache,Nausea,Nervousness,Anxiety,Dizziness,Insomnia (difficulty in sleeping),Indigestion,Diarrhea,Back pain,Runny nose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Narcolepsy (Uncontrollable daytime sleepiness),,,,,Diphenylmethane Derivative,Yes,NEURO CNS,Stimulant/ Drug for excessive sleepiness
148551,mepresso 125mg injection,Sanipred 125mg Injection,Predzen 125mg Injection,Succimed 125mg Injection,Premisol 125mg Injection,M-Pred 125 Injection,Nausea,Sweating,Edema (swelling),Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
148557,momicap 50mcg nasal spray,Megaspray Spray,Isomet-M Nasal Spray,Rhine M Nasal Spray,Momeprl Nasal Spray,Momefit Nasal Spray,Respiratory tract infection,Headache,Sore throat,Itching,Nosebleeds,Viral infection,Upper respiratory tract infection,Vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Skin conditions with inflammation & itching,,,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,DERMA,Glucocorticoids
148577,momerex 0.1% cream,Momesone Cream,Mfsone Cream,Ezimet Cream,Moniter Cream,Momesone Cream,Stinging sensation,Headache,Sore throat,Itching,Nosebleeds,Viral infection,Upper respiratory tract infection,Vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Skin conditions with inflammation & itching,,,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,DERMA,Glucocorticoids
148588,metasafe cream,Vimet Cream,Ethimom Cream,Cratisone 0.1% Cream,Momefur 0.1% Cream,Corticom 0.1% Cream,Stinging sensation,Headache,Sore throat,Itching,Nosebleeds,Viral infection,Upper respiratory tract infection,Vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Skin conditions with inflammation & itching,,,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,DERMA,Glucocorticoids
148602,medisone 4mg tablet,Predace 4 Tablet,Coelone 4mg Tablet,Pilsone 4mg Tablet,Premisol 4mg Tablet,Cortilog 4mg Tablet,Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
148604,mahacort dz 1mg tablet,Prism 1mg Tablet,Defza 1 Tablet,Defnalone 1mg Tablet,Dezacor 1mg Tablet,Cortisure 1mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
148611,matisone 4mg tablet,Predace 4 Tablet,Coelone 4mg Tablet,Pilsone 4mg Tablet,Premisol 4mg Tablet,Doralon 4mg Tablet,Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
148679,mefipil 200mg tablet,Medabon 200mg Tablet,Termipil 200mg Tablet,Pregnot 200mg Tablet,Termipil 200mg Kit,Mifecon 200mg Tablet,Nausea,Vomiting,Uterine cramps,Diarrhea,Infection following abortion,Uterine bleeding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Medical abortion,,,,,Oxosteroid,No,GYNAECOLOGICAL,Anti-progesterone
148700,mp-next tablet,Defcicot 6mg Tablet,Zefcort 6 Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
148701,medisone 16mg tablet,Prelid 16mg Tablet,Predace 16 Tablet,Imicort 16mg Tablet,Mepresso T 16mg Tablet,Medrol 16mg Tablet,Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
148707,methlon 4 tablet,Predace 4 Tablet,Coelone 4mg Tablet,Pilsone 4mg Tablet,Premisol 4mg Tablet,Cortilog 4mg Tablet,Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
148750,momrazone cream,Momesone Cream,Mfsone Cream,Ezimet Cream,Moniter Cream,Momesone Cream,Stinging sensation,Headache,Sore throat,Itching,Nosebleeds,Viral infection,Upper respiratory tract infection,Vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Skin conditions with inflammation & itching,,,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,DERMA,Glucocorticoids
148767,mombio 1% cream,Mometazone Cream,Mfphin 1% Cream,,,,Stinging sensation,Headache,Sore throat,Itching,Nosebleeds,Viral infection,Upper respiratory tract infection,Vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Skin conditions with inflammation & itching,,,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,DERMA,Glucocorticoids
148798,mometamac cream,Momin Cream,Mezo Cream,Eloa Cream,Mmc Cream,Momentox Skin Cream,Stinging sensation,Headache,Sore throat,Itching,Nosebleeds,Viral infection,Upper respiratory tract infection,Vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Skin conditions with inflammation & itching,,,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,DERMA,Glucocorticoids
148800,metacort 0.1% cream,Vimet Cream,Ethimom Cream,Cratisone 0.1% Cream,Momefur 0.1% Cream,Corticom 0.1% Cream,Stinging sensation,Headache,Sore throat,Itching,Nosebleeds,Viral infection,Upper respiratory tract infection,Vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Skin conditions with inflammation & itching,,,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,DERMA,Glucocorticoids
148811,mepreds 4mg tablet,Predace 4 Tablet,Coelone 4mg Tablet,Pilsone 4mg Tablet,Premisol 4mg Tablet,Cortilog 4mg Tablet,Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
148835,mepodox-cv tablet,Gudcef-CV 200 Tablet,Cefoprox CV 325 Tablet,Zipod CV 200mg/125mg Tablet,Microcef-CV 200 Tablet,Kefpod CV 200 Tablet,Nausea,Diarrhea,Stomach pain,Headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Respiratory tract infection,,,,,,No,ANTI INFECTIVES,
148865,mth 4mg tablet,Predace 4 Tablet,Coelone 4mg Tablet,Pilsone 4mg Tablet,Premisol 4mg Tablet,Cortilog 4mg Tablet,Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
148872,mompic 0.1% cream,Momesone Cream,Mfsone Cream,Ezimet Cream,Moniter Cream,Momesone Cream,Stinging sensation,Headache,Sore throat,Itching,Nosebleeds,Viral infection,Upper respiratory tract infection,Vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Skin conditions with inflammation & itching,,,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,DERMA,Glucocorticoids
148882,medit 4 tablet,Predace 4 Tablet,Coelone 4mg Tablet,Pilsone 4mg Tablet,Premisol 4mg Tablet,Cortilog 4mg Tablet,Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
148884,mlone 16mg tablet dt,Nucort-M16 Tablet DT,,,,,Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
148889,meth 4mg tablet,Predace 4 Tablet,Coelone 4mg Tablet,Pilsone 4mg Tablet,Premisol 4mg Tablet,Cortilog 4mg Tablet,Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
148934,mpss 125mg injection,Methpred 125mg Injection,,,,,Reduction in bone density,Upset stomach,Behavioral changes,Mood changes,Weight gain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Severe allergic reactions,Treatment of Allergic conditions,Treatment of Rheumatic disorder,Treatment of Skin disorders,Treatment of Eye disorders,Glucocorticoids,No,OPHTHAL OTOLOGICALS,Glucocorticoids
148947,mometo 0.1% cream,Momesone Cream,Mfsone Cream,Ezimet Cream,Moniter Cream,Momesone Cream,Stinging sensation,Headache,Sore throat,Itching,Nosebleeds,Viral infection,Upper respiratory tract infection,Vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Skin conditions with inflammation & itching,,,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,DERMA,Glucocorticoids
148964,metipred 8mg tablet,Rednisol 8 Tablet,Prelid 8mg Tablet,Predace 8mg Tablet,Sterio 8 Tablet,MP 8mg Tablet,Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
148983,monocortil m 16mg tablet,Prelid 16mg Tablet,Predace 16 Tablet,Imicort 16mg Tablet,Mepresso T 16mg Tablet,Medrol 16mg Tablet,Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
148996,menisole 4 tablet,Predace 4 Tablet,Coelone 4mg Tablet,Pilsone 4mg Tablet,Premisol 4mg Tablet,Cortilog 4mg Tablet,Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
148997,morefun 100mg tablet,Sexigra 100mg Tablet,Vigore 100 Red Tablet,Power Vegra 100mg Tablet,Stimulo 100 Tablet,Silderect Gold 100mg Tablet,"Flushing (sense of warmth in the face, ears, neck and trunk)",Headache,Stiffness,Nosebleeds,Blurred vision,Indigestion,Muscle pain,Upset stomach,Rash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Erectile dysfunction,,,,,Benzenesulfonamide Derivative,No,SEX STIMULANTS REJUVENATORS,Phosphodiesterase-V inhibitors
149003,mp sol 4mg tablet,Predace 4 Tablet,Coelone 4mg Tablet,Pilsone 4mg Tablet,Premisol 4mg Tablet,Cortilog 4mg Tablet,Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
149030,medpred 500mg injection,Celopred 500mg Injection,Mepresso 500mg Injection,Premisol 500mg Injection,Sol U Pred 500mg Injection,Methymic 500 Injection,Nausea,Sweating,Edema (swelling),Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
149093,momelot 0.1% lotion,Dermanex 0.1% Lotion,Mezolax Lotion,Safecort 0.1% Lotion,Hinmato 0.1% Lotion,Metaz 0.1% Lotion,Stinging sensation,Headache,Sore throat,Itching,Nosebleeds,Viral infection,Upper respiratory tract infection,Vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Skin conditions with inflammation & itching,,,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,DERMA,Glucocorticoids
149104,mpss 500mg injection,Acto Pred 500mg Injection,Mednisol 500mg Injection,Ranisol 500mg Injection,Sodipred 500mg Injection,Solumark 500mg Injection,Reduction in bone density,Upset stomach,Behavioral changes,Mood changes,Weight gain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Severe allergic reactions,Treatment of Allergic conditions,Treatment of Rheumatic disorder,Treatment of Skin disorders,Treatment of Eye disorders,Glucocorticoids,No,OPHTHAL OTOLOGICALS,Glucocorticoids
149154,mcort 6mg oral suspension,Zeed 6mg Oral Suspension,Didcort 6mg Oral Suspension,Defket Oral Suspension,Kascort 6mg Oral Suspension,Dazone 6mg Oral Suspension,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
149173,m2day 2mg tablet,Cartipred 2mg Tablet,Predlen 2mg Tablet,Predvia 2 Tablet,Solipred 2mg Tablet,MP 2mg Tablet,Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
149184,metacon 0.1% ointment,Dermos 0.1% Ointment,Moskyn 0.1% Ointment,Momtas 0.1% Ointment,,,Stinging sensation,Headache,Sore throat,Itching,Nosebleeds,Viral infection,Upper respiratory tract infection,Vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Skin conditions with inflammation & itching,,,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,DERMA,Glucocorticoids
149194,metacon 0.1% ointment,Dermos 0.1% Ointment,Moskyn 0.1% Ointment,Momtas 0.1% Ointment,,,Stinging sensation,Headache,Sore throat,Itching,Nosebleeds,Viral infection,Upper respiratory tract infection,Vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Skin conditions with inflammation & itching,,,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,DERMA,Glucocorticoids
149201,metipred 16mg tablet,Prelid 16mg Tablet,Predace 16 Tablet,Imicort 16mg Tablet,Mepresso T 16mg Tablet,Medrol 16mg Tablet,Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
149215,mometella cream,Momesone Cream,Mfsone Cream,Ezimet Cream,Moniter Cream,Momesone Cream,Stinging sensation,Headache,Sore throat,Itching,Nosebleeds,Viral infection,Upper respiratory tract infection,Vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Skin conditions with inflammation & itching,,,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,DERMA,Glucocorticoids
